licence_id,licence_cohort_id,text
90800,82271,"Licence granted for civilian / commercial end use."
90802,82273,"Licence granted for civilian / commercial end use."
90819,82289,"Licence granted for accessories / spare parts for armed forces end use."
90824,82294,"Licence granted for goods which will be returned to the UK. For civilian / commercial end use."
90825,82295,"Licence granted for civilian / commercial end use."
90826,82296,"Licence granted for cryptographic equipment for civilian / commercial end use."
90827,82296,"Licence granted for cryptographic equipment for civilian / commercial end use."
90846,82313,"Licence granted for government end use."
90848,82315,"Licence granted for accessories / spare parts for civilian / commercial end use."
90881,82339,"Licence granted for government end use."
90882,82340,"Licence granted for government end use."
90885,82343,"Licence granted for cryptographic equipment for civilian / commercial end use."
90886,82344,"Licence granted for government end use."
90889,82347,"Licence granted for government end use."
90891,82349,"Licence granted for government end use."
90892,82350,"Licence granted for government end use."
90894,82352,"Licence granted for government end use."
90896,82354,"Licence granted for government end use."
90897,82355,"Licence granted for government end use."
90898,82356,"Licence granted for government end use."
90899,82357,"Licence granted for government end use."
90902,82360,"Licence granted for government end use."
90903,82361,"Licence granted for government end use."
90904,82362,"Licence granted for government end use."
90905,82363,"Licence granted for government end use."
90906,82364,"Licence granted for government end use."
90907,82365,"Licence granted for government end use."
90909,82367,"Licence granted for government end use."
90912,82370,"Licence granted for government end use."
90917,82375,"Licence granted for government end use."
90918,82376,"Licence granted for accessories / spare parts for civilian / commercial end use."
90919,82377,"Licence granted for government end use."
90922,82380,"Licence granted for government end use."
90926,82384,"Licence granted for cryptographic equipment for civilian / commercial end use."
90930,82388,"Licence granted for academic research purposes by academic end users."
90953,82408,"Licence granted to a private maritime security company for anti-piracy purposes. Civilian end use."
90966,82419,"Licence granted for civilian / commercial end use."
90967,82420,"Licence granted for cryptographic equipment for civilian / commercial end use."
90970,82422,"Licence granted for anti-piracy operations. For civilian / commercial end use."
90976,82428,"Licence granted for use by a law enforcement agency."
90982,82433,"Licence granted for civilian / commercial end use."
90984,82435,"Licence granted for civilian / commercial end use."
91000,82449,"Licence granted for explosive detection / disposal purposes. For Government end use."
91009,82457,"Licence granted for humanitarian end use."
91043,82488,"Licence granted for accessories / spare parts for civilian / commercial end use."
91058,82503,"Licence granted for marketing and promotional use. For civilian / commercial end use."
91089,82529,"Licence granted for explosive detection / disposal purposes. For Naval end use."
91104,82544,"Licence granted for humanitarian end use."
91116,82554,"Licence granted for civilian / commercial end use."
91118,82556,"Licence granted for accessories / spare parts for civilian / commercial end use."
91121,82559,"Licence granted for cryptographic equipment for civilian / commercial end use."
91135,82572,"Licence granted for accessories / spare parts for civilian / commercial end use."
91148,82582,"Licence granted for sporting / hunting purposes for personal end use."
91162,82595,"Licence granted for accessories / spare parts for civilian / commercial end use."
91177,82608,"End use country is a State Party to the CWC. Civilian / commercial end use."
91178,82608,"End use country is a State Party to the CWC. Civilian / commercial end use."
91179,82608,"End use country is a State Party to the CWC. Civilian / commercial end use."
91180,82608,"End use country is a State Party to the CWC. Civilian / commercial end use."
91199,82622,"Licence granted for accessories / spare parts for end use by the Air Force."
91220,82640,"Licence granted for accessories / spare parts for end use by the Air Force."
91236,82654,"Licence granted for accessories / spare parts for civilian / commercial end use."
91237,82654,"Licence granted for accessories / spare parts for civilian / commercial end use."
91238,82655,"Licence granted for accessories / spare parts for armed forces end use."
91250,82665,"Licence granted for accessories / spare parts for civilian / commercial end use."
91251,82666,"Licence granted for use by a law enforcement agency."
91252,82667,"Licence granted for goods which will be returned to the UK. For civilian / commercial end use."
91253,82668,"End use country is a State Party to the CWC. Civilian / commercial end use."
91255,82670,"Licence granted for cryptographic equipment for civilian / commercial end use."
91258,82673,"Licence granted for cryptographic equipment for civilian / commercial end use."
91300,82711,"Licence granted for civilian / commercial end use."
91305,82716,"Licence granted for accessories / spare parts for Government end use."
91311,82722,"Licence granted for cryptographic equipment for civilian / commercial end use."
91318,82729,"Licence granted for cryptographic equipment for civilian / commercial end use."
91345,82756,"Licence granted for accessories / spare parts for armed forces end use."
91346,82756,"Licence granted for accessories / spare parts for armed forces end use."
91347,82756,"Licence granted for accessories / spare parts for armed forces end use."
91348,82757,"Licence granted for accessories / spare parts for civilian / commercial end use."
91367,82775,"Licence granted for civilian / commercial end use."
91405,82809,"Licence granted for accessories / spare parts for civilian / commercial end use."
91406,82810,"Licence granted for accessories / spare parts for civilian / commercial end use."
91439,82839,"Licence granted for civilian / commercial end use."
91448,82848,"Licence granted for accessories / spare parts for civilian / commercial end use."
91449,82849,"Licence granted for accessories / spare parts for armed forces end use."
91470,82869,"Licence granted for civilian / commercial end use."
91475,82874,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
91482,82881,"Licence granted for civilian / commercial end use."
91510,82904,"Licence granted for cryptographic equipment for civilian / commercial end use."
91548,82939,"Licence granted for accessories / spare parts for civilian / commercial end use."
91614,82997,"Licence granted for accessories / spare parts for Diplomatic missions."
91619,83001,"Licence granted for accessories / spare parts for armed forces end use."
91624,83006,"Licence granted for accessories / spare parts for end use by the Navy."
91636,83017,"Licence granted for end use by the Air Force."
91675,83051,"Licence granted for sporting / hunting purposes for personal end use."
91676,83052,"Licence granted for armed forces end use."
91681,83056,"Licence granted for training purposes. For Armed Forces end use."
91692,83065,"Licence granted for accessories / spare parts for armed forces end use."
91755,83116,"Licence granted for civilian / commercial end use."
91768,83127,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
91784,83141,"Licence granted for civilian / commercial end use."
91785,83141,"Licence granted for civilian / commercial end use."
91786,83141,"Licence granted for civilian / commercial end use."
91787,83141,"Licence granted for armed forces end use."
91788,83142,"Licence granted for civilian / commercial end use."
91789,83142,"Licence granted for civilian / commercial end use."
91790,83143,"Licence granted for civilian / commercial end use."
91806,83154,"Licence granted for Diplomatic missions."
91819,83166,"Licence granted for anti-piracy operations. For civilian / commercial end use."
91829,83175,"Licence granted for civilian / commercial end use."
91843,83188,"Licence granted for sporting / hunting purposes for personal end use."
91846,83191,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
91935,83269,"Licence granted for end use by the Air Force."
91940,83273,"Licence granted for government end use."
91954,83284,"Licence granted for accessories / spare parts for armed forces end use."
91982,83307,"Licence granted for end use by the Air Force."
91987,83312,"Licence granted for civilian / commercial end use."
92000,83324,"Licence granted for civilian / commercial end use."
92014,83336,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92024,83346,"Licence granted for civilian / commercial end use."
92026,83348,"Licence granted for sporting / hunting purposes for personal end use."
92074,83390,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92075,83391,"Licence granted for civilian / commercial end use."
92087,83402,"Licence granted for sporting / hunting purposes for personal end use."
92089,83404,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92090,83405,"Licence granted for civilian / commercial end use."
92107,83419,"Licence granted for Diplomatic missions."
92121,83432,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92126,83437,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92127,83438,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92128,83439,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92129,83440,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92134,83445,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92144,83455,"Licence granted for civilian / commercial end use."
92169,83478,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92175,83483,"Licence granted for civilian / commercial end use."
92176,83484,"Licence granted for accessories / spare parts for civilian / commercial end use."
92177,83485,"Licence granted for civilian / commercial end use."
92178,83486,"Licence granted for civilian / commercial end use."
92183,83491,"Licence granted for civilian / commercial end use."
92233,83537,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92243,83547,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92249,83553,"Licence granted for civilian / commercial end use."
92260,83563,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92269,83572,"Licence granted for civilian / commercial end use."
92270,83572,"Licence granted for civilian / commercial end use."
92271,83573,"Licence granted for testing and evaluation purposes. For civilian / commercial end use."
92272,83574,"Licence granted for civilian / commercial end use."
92298,83595,"Licence granted for accessories / spare parts for Government end use."
92319,83615,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92339,83635,"Licence granted for civilian / commercial end use."
92344,83640,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
92369,83664,"Licence granted for testing and evaluation purposes. For civilian / commercial end use."
92391,83684,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92397,83690,"Licence granted for civilian / commercial end use."
92400,83693,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92423,83715,"Licence granted for civilian / commercial end use."
92426,83718,"Licence granted for civilian / commercial end use."
92467,83759,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
92476,83767,"Licence granted for end use by the Air Force."
92478,83769,"Licence granted for training purposes. For Armed Forces end use."
92481,83772,"Licence granted for end use by a International Organisation."
92494,83784,"Licence granted for use by a law enforcement agency."
92522,83808,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92543,83828,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
92563,83843,"Licence granted for government end use."
92619,83899,"Licence granted for civilian / commercial end use."
92628,83907,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92634,83913,"Licence granted for sporting / hunting purposes for personal end use."
92635,83914,"Licence granted for armed forces end use."
92641,83919,"Licence granted for explosive detection / disposal purposes. For end use by an International Organisation."
92642,83920,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92643,83921,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92649,83927,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92662,83939,"Licence granted for civilian / commercial end use."
92666,83943,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92670,83947,"Licence granted for training purposes. For Armed Forces end use."
92671,83947,"Licence granted for training purposes. For Armed Forces end use."
92709,83978,"Licence granted for accessories / spare parts for civilian / commercial end use."
92719,83986,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92764,84030,"Licence granted for items returned after repair in the UK. For end use by an International Organisation."
92770,84036,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92782,84047,"Licence granted for civilian / commercial end use."
92783,84048,"Licence granted for civilian / commercial end use."
92796,84061,"Licence granted for end use by the Air Force."
92834,84095,"Licence granted for use by a law enforcement agency."
92836,84097,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92845,84106,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92846,84107,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92853,84113,"Licence granted for cryptographic equipment for civilian / commercial end use."
92858,84118,"Accessories for small arms and light weapons for testing and evaluation purposes. Government end user."
92859,84118,"Licence granted for civilian / commercial end use."
92889,84145,"Licence granted for explosive detection / disposal purposes. For end use by an International Organisation."
92955,84201,"Licence granted for anti-piracy operations. For civilian / commercial end use."
92956,84201,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92957,84201,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
92980,84218,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
92983,84220,"Licence granted for civilian / commercial end use."
92990,84226,"Licence granted for civilian / commercial end use."
92991,84227,"Licence granted for testing and evaluation purposes. For Government end use."
93026,84256,"Licence granted for use by a law enforcement agency."
93043,84271,"Licence granted for civilian / commercial end use."
93045,84273,"Licence granted for armed forces end use."
93046,84273,"Licence granted for armed forces end use."
93063,84284,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
93066,84287,"Licence granted for explosive detection / disposal purposes. For law enforcement agency end use."
93086,84307,"Licence granted for civilian / commercial end use."
93088,84309,"Licence granted for armed forces end use."
93093,84314,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
93094,84315,"Licence granted for accessories / spare parts for armed forces end use."
93114,84331,"Licence granted for armed forces end use."
93133,84350,"Licence granted for accessories / spare parts for civilian / commercial end use."
93139,84355,"Licence granted for civilian / commercial end use."
93140,84356,"Licence granted for civilian / commercial end use."
93140,84356,"Licence granted for naval end use."
93141,84357,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
93196,84405,"Licence granted for civilian / commercial end use."
93257,84458,"Licence granted for civilian / commercial end use."
93263,84464,"Licence granted for testing and evaluation purposes. For Armed Forces end use."
93308,84507,"Licence granted for end use by a International Organisation."
93315,84514,"Licence granted for civilian / commercial end use."
93325,84520,"Licence granted for training purposes. For end use by an International Organisation."
93326,84521,"Licence granted for sporting / hunting purposes for personal end use."
93355,84548,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
93359,84552,"Licence granted for civilian / commercial end use."
93364,84557,"Licence granted for sporting / hunting purposes for personal end use."
93371,84564,"Licence granted for academic research purposes by academic end users."
93406,84598,"Licence granted for civilian / commercial end use."
93421,84611,"Licence granted for civilian / commercial end use."
93437,84619,"Licence granted for armed forces end use."
93442,84624,"Licence granted for civilian / commercial end use."
93450,84632,"Licence granted for government end use."
93465,84647,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
93494,84673,"Licence granted for use by a law enforcement agency."
93506,84684,"Licence granted for end use by the Air Force."
93507,84685,"Licence granted for civilian / commercial end use."
93511,84689,"Licence granted for armed forces end use."
93557,84729,"Licence granted for end use by a International Organisation."
93558,84730,"Licence granted for humanitarian end use."
93561,84733,"Licence granted for civilian / commercial end use."
93562,84734,"Licence granted for naval end use."
93565,84737,"Licence granted for accessories / spare parts for armed forces end use."
93566,84738,"Licence granted for end use by a International Organisation."
93592,84764,"Licence granted for Explosive detection / disposal purposes. For Humanitarian end use."
93599,84771,"Licence granted for civilian / commercial end use."
93600,84772,"Licence granted for civilian / commercial end use."
93601,84773,"Licence granted for civilian / commercial end use."
93602,84773,"Licence granted for civilian / commercial end use."
93603,84774,"Licence granted for armed forces end use."
93624,84792,"Licence granted for end use by a International Organisation."
93625,84793,"Licence granted for academic research purposes by academic end users."
93626,84794,"Licence granted for civilian / commercial end use."
93673,84835,"Licence granted for civilian / commercial end use."
93674,84835,"Licence granted for civilian / commercial end use."
93685,84844,"Licence granted for civilian / commercial end use."
93687,84846,"Licence granted for use by a law enforcement agency."
93688,84847,"Licence granted for sporting / hunting purposes for personal end use."
93701,84860,"Licence granted for civilian / commercial end use."
93705,84863,"Licence granted for accessories / spare parts for armed forces end use."
93706,84863,"Licence granted for accessories / spare parts for armed forces end use."
93707,84864,"Licence granted for end use by a International Organisation."
93708,84865,"Licence granted for humanitarian end use."
93795,84947,"Licence granted for civilian / commercial end use."
93797,84949,"Licence granted for sporting / hunting purposes. For Armed Forces end use."
93807,84958,"Licence granted for accessories / spare parts for civilian / commercial end use."
93812,84962,"Licence granted for anti-piracy operations. For civilian / commercial end use."
93833,84983,"Licence granted for testing and evaluation purposes. For end use by a law enforcement agency."
93839,84989,"Licence granted for training purposes. For Armed Forces end use."
93856,85004,"Licence granted for civilian / commercial end use. End use country is a State Party to the CWC."
93890,85036,"Licence granted for civilian / commercial end use."
93948,85086,"Licence granted for anti-piracy operations. For civilian / commercial end use."
93957,85093,"Licence granted for armed forces end use."
93958,85094,"Licence granted for naval end use."
93967,85100,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
94027,85155,"Licence granted for end use by the Air Force."
94028,85156,"Licence granted for civilian / commercial end use."
94051,85179,"Licence granted for civilian / commercial end use."
94105,85228,"Licence granted for armed forces end use."
94111,85234,"Licence granted for sporting / hunting purposes. For Diplomatic Missions."
94137,85256,"Licence granted for armed forces end use."
94164,85281,"Licence granted for civilian / commercial end use."
94259,85361,"Licence granted for civilian / commercial end use."
94291,85389,"Licence granted for demonstration to potential customers for Government end use."
94360,85454,"Licence granted for anti-piracy operations. For civilian / commercial end use."
94364,85458,"Accessories for small arms and light weapons for testing and evaluation purposes. Government end user."
94374,85468,"Licence granted for end use by a International Organisation."
94375,85469,"Licence granted for explosive detection / disposal purposes. For end use by an International Organisation."
94391,85479,"Licence granted for armed forces end use."
94451,85532,"Licence granted for civilian / commercial end use."
94452,85533,"Licence granted for civilian / commercial end use."
94462,85543,"Licence granted for explosive detection / disposal purposes. For end use by an International Organisation."
94476,85557,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
94484,85564,"Licence granted for civilian / commercial end use."
94496,85574,"Licence granted for armed forces end use."
94503,85580,"Licence granted for accessories / spare parts for civilian / commercial end use."
94516,85590,"Licence granted for civilian / commercial end use."
94517,85591,"Licence granted for civilian / commercial end use."
94520,85594,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
94555,85629,"Licence granted for civilian / commercial end use."
94620,85683,"Licence granted for armed forces end use."
94646,85707,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
94657,85715,"Licence granted for civilian / commercial end use."
94683,85738,"End use country is a State Party to the CWC. Civilian / commercial end use."
94684,85738,"End use country is a State Party to the CWC. Civilian / commercial end use."
94740,85789,"Accessories for small arms and light weapons for testing and evaluation purposes. Government end user."
94740,85789,"Licence granted for civilian / commercial end use."
94741,85790,"Licence granted for civilian / commercial end use."
94744,85793,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
94765,85813,"Licence granted for civilian / commercial end use."
94827,85868,"Licence granted for civilian / commercial end use."
94912,85922,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
94915,85924,"Licence granted for training purposes. For end use by an International Organisation."
94926,85933,"End use country is a State Party to the CWC. Civilian / commercial end use."
94958,85958,"Licence granted for anti-piracy operations. For civilian / commercial end use."
94976,85974,"Licence granted for end use by a International Organisation."
94988,85986,"Licence granted for civilian / commercial end use."
95032,86023,"Licence granted for explosive detection / disposal purposes. For law enforcement agency end use."
95033,86023,"Licence granted for use by a law enforcement agency."
95043,86031,"Licence granted for accessories / spare parts for end use by the Navy."
95113,86100,"Licence granted for sporting / hunting purposes for personal end use."
95114,86101,"Licence granted for naval end use."
95139,86121,"Licence granted for civilian / commercial end use."
95143,86125,"Licence granted for anti-piracy operations. For civilian / commercial end use."
95152,86133,"Licence granted for end use by a International Organisation."
95153,86134,"Licence granted for end use by a International Organisation."
95166,86146,"Licence granted for sporting / hunting purposes for personal end use."
95173,86153,"End use country is a State Party to the CWC. Civilian / commercial end use."
95174,86153,"End use country is a State Party to the CWC. Civilian / commercial end use."
95175,86153,"End use country is a State Party to the CWC. Civilian / commercial end use."
95176,86153,"End use country is a State Party to the CWC. Civilian / commercial end use."
95182,86157,"Licence granted for civilian / commercial end use."
95183,86157,"Licence granted for civilian / commercial end use."
95185,86159,"Licence granted for anti-piracy operations. For civilian / commercial end use."
95198,86169,"Licence granted for accessories / spare parts for end use by the Air Force."
95207,86177,"Licence granted for armed forces end use."
95218,86188,"Licence granted for civilian / commercial end use."
95220,86190,"Licence granted for armed forces end use."
95251,86218,"Licence granted for explosive detection / disposal purposes. For law enforcement agency end use."
95260,86227,"Licence granted for civilian / commercial end use."
95267,86234,"Licence granted for civilian / commercial end use."
95273,86240,"Licence granted for armed forces end use."
95274,86241,"Licence granted for civilian / commercial end use."
95275,86242,"Licence granted for civilian / commercial end use."
95285,86252,"Licence granted for Explosive detection / disposal purposes. For Armed Forces end use."
95292,86258,"Licence granted for accessories / spare parts for civilian / commercial end use."
95340,86294,"Licence granted for civilian / commercial end use."
95346,86298,"Licence granted for armed forces end use."
95348,86299,"Licence granted for civilian / commercial end use."
95350,86301,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95351,86301,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95372,86321,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95379,86328,"Licence granted for civilian / commercial end use."
95383,86332,"Licence granted for use by a law enforcement agency."
95406,86354,"Licence granted for sporting / hunting purposes for personal end use."
95413,86360,"Licence granted for armed forces end use."
95428,86374,"Licence granted for civilian / commercial end use."
95430,86375,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95431,86376,"Licence granted for civilian / commercial end use."
95439,86384,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95440,86385,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95442,86387,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95444,86389,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95445,86390,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95446,86391,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95450,86395,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95451,86396,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95452,86397,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95453,86398,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95454,86399,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95456,86401,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95457,86402,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95458,86403,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95460,86405,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95461,86406,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95463,86408,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95465,86410,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95466,86411,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95468,86413,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95475,86420,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95476,86421,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95477,86422,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95481,86425,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95483,86427,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95485,86429,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95487,86431,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95488,86432,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95489,86433,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95491,86435,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95492,86436,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95493,86437,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95494,86438,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95500,86442,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95501,86443,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95503,86445,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95505,86447,"Licence granted for civilian / commercial end use."
95511,86452,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95512,86453,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95514,86455,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95520,86461,"Licence granted for end use by a International Organisation."
95521,86462,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95522,86463,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95525,86466,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95530,86471,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95532,86473,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95533,86474,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95561,86499,"Licence granted for anti-piracy operations. For civilian / commercial end use."
95563,86501,"Licence granted for sporting / hunting purposes for personal end use."
95566,86504,"Licence granted for civilian / commercial end use."
95609,86543,"Licence granted for end use by the Air Force."
95610,86544,"Licence granted for accessories / spare parts for Government end use."
95640,86572,"Licence granted for anti-piracy operations. For civilian / commercial end use."
95640,86572,"Licence granted for government end use."
95656,86588,"Accessories for small arms and light weapons for testing and evaluation purposes. Government end user."
95673,86604,"Licence granted for end use by a International Organisation."
95687,86616,"Licence granted for sporting / hunting purposes for personal end use."
95710,86636,"Licence granted for civilian / commercial end use."
95718,86644,"Licence granted for government end use."
95720,86646,"Licence granted for anti-piracy operations. For civilian / commercial end use."
95728,86654,"Licence granted for sporting / hunting purposes for personal end use."
95731,86657,"Licence granted for civilian / commercial end use."
95745,86670,"Licence granted for cryptographic equipment for civilian / commercial end use."
95756,86680,"Licence granted for government end use."
95769,86692,"Licence granted for government end use."
95773,86696,"Licence granted for sporting / hunting purposes for personal end use."
95775,86698,"Licence granted for anti-piracy operations. For civilian / commercial end use."
95804,86724,"Licence granted for government end use."
95806,86726,"Licence granted for use by a law enforcement agency."
95807,86726,"Licence granted for end use by the Air Force."
95811,86729,"Licence granted for explosive detection / disposal purposes. For Naval end use."
95836,86754,"Licence granted for cryptographic equipment for civilian / commercial end use."
95850,86768,"Licence granted for anti-piracy operations. For civilian / commercial end use."
95852,86770,"Licence granted for testing and evaluation purposes by a law enforcement agency."
95860,86777,"Licence granted for civilian / commercial end use."
95863,86780,"Licence granted for civilian / commercial end use."
95903,86813,"Licence granted for civilian / commercial end use."
95906,86816,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
95923,86830,"Licence granted for testing and evaluation purposes. For Armed Forces end use."
95970,86876,"Licence granted for use by a law enforcement agency."
96020,86921,"Licence granted for civilian / commercial end use."
96027,86928,"Licence granted for personal end use."
96046,86945,"Licence granted for academic end users."
96051,86950,"Licence granted for sporting / hunting purposes for personal end use."
96082,86980,"Licence granted for testing and evaluation purposes. For Armed Forces end use."
96102,86999,"Licence granted for end use by the Air Force."
96103,87000,"Licence granted for armed forces end use."
96107,87004,"Licence granted for cryptographic equipment for civilian / commercial end use."
96143,87034,"Licence granted for testing and evaluation purposes. For civilian / commercial end use."
96169,87053,"Licence granted for armed forces end use."
96211,87095,"Licence granted for government end use."
96285,87161,"Licence granted for end use by a International Organisation."
96310,87181,"Licence granted for government end use."
96387,87247,"Licence granted for sporting / hunting purposes for personal end use."
96411,87269,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
96425,87281,"Licence granted for end use by a International Organisation."
96440,87296,"Licence granted for humanitarian end use."
96449,87305,"Licence granted for government end use."
96459,87313,"Licence granted for testing and evaluation purposes. For Armed Forces end use."
96479,87332,"Licence granted for accessories / spare parts for civilian / commercial end use."
96480,87332,"Licence granted for civilian / commercial end use."
96506,87356,"Licence granted for civilian / commercial end use."
96531,87377,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
96532,87378,"Licence granted for humanitarian end use."
96554,87396,"Licence granted for use by a law enforcement agency."
96660,87490,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
96671,87501,"Licence granted for civilian / commercial end use."
96676,87505,"Licence granted for sporting / hunting purposes for personal end use."
96753,87575,"Licence granted for Diplomatic missions."
96762,87584,"Licence granted for civilian, commercial and Air Force end use."
96775,87597,"Licence granted for civilian / commercial end use."
96794,87614,"Licence granted for government end use."
96808,87628,"Licence granted for explosive detection / disposal purposes. For end use by an International Organisation."
96822,87640,"Licence granted for training purposes. For end use by the Navy."
96823,87641,"Licence granted for training purposes. For end use by the Navy."
96824,87642,"Licence granted for civilian / commercial end use."
96833,87650,"Licence granted for government end use."
96838,87655,"Licence granted for civilian / commercial end use."
96851,87668,"Licence granted for naval end use."
96863,87678,"Licence granted for naval end use."
96864,87678,"Licence granted for naval end use."
96866,87680,"Licence granted for end use by the Air Force."
96904,87717,"Licence granted for explosive detection / disposal purposes. For law enforcement agency end use."
96937,87747,"Licence granted for civilian / commercial end use."
96955,87761,"Licence granted for end use by the Air Force."
96967,87770,"Licence granted for explosive detection / disposal purposes. For Armed Forces end use."
96982,87785,"Licence granted for anti-piracy operations. For civilian / commercial end use."
96987,87790,"Licence granted for civilian / commercial end use."
96991,87794,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
97001,87804,"Licence granted for accessories / spare parts for Navy end use."
97028,87830,"Licence granted for testing and evaluation purposes. For civilian / commercial end use."
97085,87883,"Licence granted for civilian / commercial end use."
97087,87884,"Licence granted for sporting / hunting purposes for civilian / commercial end use."
97094,87891,"Licence granted for testing and evaluation purposes. For civilian / commercial end use."
97099,87896,"Licence granted for humanitarian end use."
97100,87897,"Licence granted for cryptographic equipment for civilian / commercial end use."
